inx,geneid,pathway,pathwayano
gene2307,BHMT,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2308,GOT2,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2309,CDO1,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2310,APIP,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2311,GOT1,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2312,LDHAL6B,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2313,TAT,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2314,AHCYL1,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2315,MTAP,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2316,MAT2B,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2317,LDHA,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2318,MTR,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2319,CBS,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2320,MAT1A,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2321,AHCYL2,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2322,CTH,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2323,MAT2A,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2324,MPST,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2325,LDHAL6A,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2326,DNMT3L,Cysteine And Methionine Metabolism,Cysteine And Methionine Metabolism
gene2327,AOX1,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2328,ALDH1B1,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2329,ACADS,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2330,ACADSB,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2331,ABAT,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2332,ALDH2,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2333,ACADM,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2334,ACAT2,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2335,HSD17B10,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2336,ACAT1,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2337,OXCT1,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2338,ACAA2,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2339,IL4I1,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2340,HADH,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2341,MCEE,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2342,HADHB,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2343,DBT,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2344,HADHA,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2345,ALDH6A1,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2346,HMGCL,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2347,IVD,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2348,BCKDHB,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2349,ACAD8,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2350,ECHS1,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2351,ALDH9A1,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2352,ALDH3A2,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2353,PCCB,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2354,HIBCH,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2355,DLD,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2356,HMGCS2,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2357,EHHADH,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2358,HMGCS1,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2359,PCCA,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2360,ALDH7A1,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2361,HIBADH,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2362,ACAA1,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2363,OXCT2,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2364,MMUT,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2365,MCCC2,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2366,BCAT1,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2367,AUH,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2368,BCAT2,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2369,BCKDHA,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2370,MCCC1,Valine Leucine And Isoleucine Degradation,Valine Leucine And Isoleucine Degradation
gene2371,PDHB,Valine Leucine And Isoleucine Biosynthesis,Valine Leucine And Isoleucine Biosynthesis
gene2372,VARS2,Valine Leucine And Isoleucine Biosynthesis,Valine Leucine And Isoleucine Biosynthesis
gene2373,IARS2,Valine Leucine And Isoleucine Biosynthesis,Valine Leucine And Isoleucine Biosynthesis
gene2374,PDHA1,Valine Leucine And Isoleucine Biosynthesis,Valine Leucine And Isoleucine Biosynthesis
gene2375,PDHA2,Valine Leucine And Isoleucine Biosynthesis,Valine Leucine And Isoleucine Biosynthesis
gene2376,LARS1,Valine Leucine And Isoleucine Biosynthesis,Valine Leucine And Isoleucine Biosynthesis
gene2377,LARS2,Valine Leucine And Isoleucine Biosynthesis,Valine Leucine And Isoleucine Biosynthesis
gene2378,VARS1,Valine Leucine And Isoleucine Biosynthesis,Valine Leucine And Isoleucine Biosynthesis
gene2379,BCAT1,Valine Leucine And Isoleucine Biosynthesis,Valine Leucine And Isoleucine Biosynthesis
gene2380,BCAT2,Valine Leucine And Isoleucine Biosynthesis,Valine Leucine And Isoleucine Biosynthesis
gene2381,IARS1,Valine Leucine And Isoleucine Biosynthesis,Valine Leucine And Isoleucine Biosynthesis
gene2382,SUV39H2,Lysine Degradation,Lysine Degradation
gene2383,AASDHPPT,Lysine Degradation,Lysine Degradation
gene2384,DLST,Lysine Degradation,Lysine Degradation
gene2385,ALDH1B1,Lysine Degradation,Lysine Degradation
gene2386,AASDH,Lysine Degradation,Lysine Degradation
gene2387,ALDH2,Lysine Degradation,Lysine Degradation
gene2388,ACAT2,Lysine Degradation,Lysine Degradation
gene2389,PLOD2,Lysine Degradation,Lysine Degradation
gene2390,PLOD1,Lysine Degradation,Lysine Degradation
gene2391,TMLHE,Lysine Degradation,Lysine Degradation
gene2392,EHMT2,Lysine Degradation,Lysine Degradation
gene2393,ACAT1,Lysine Degradation,Lysine Degradation
gene2394,KMT5A,Lysine Degradation,Lysine Degradation
gene2395,HADH,Lysine Degradation,Lysine Degradation
gene2396,SETMAR,Lysine Degradation,Lysine Degradation
gene2397,OGDH,Lysine Degradation,Lysine Degradation
gene2398,HADHA,Lysine Degradation,Lysine Degradation
gene2399,BBOX1,Lysine Degradation,Lysine Degradation
gene2400,AASS,Lysine Degradation,Lysine Degradation
gene2401,ECHS1,Lysine Degradation,Lysine Degradation
gene2402,ALDH9A1,Lysine Degradation,Lysine Degradation
gene2403,ALDH3A2,Lysine Degradation,Lysine Degradation
gene2404,KMT5B,Lysine Degradation,Lysine Degradation
gene2405,SUV39H1,Lysine Degradation,Lysine Degradation
gene2406,ASH1L,Lysine Degradation,Lysine Degradation
gene2407,SETD1B,Lysine Degradation,Lysine Degradation
gene2408,DOT1L,Lysine Degradation,Lysine Degradation
gene2409,NSD2,Lysine Degradation,Lysine Degradation
gene2410,EHHADH,Lysine Degradation,Lysine Degradation
gene2411,OGDHL,Lysine Degradation,Lysine Degradation
gene2412,SETD1A,Lysine Degradation,Lysine Degradation
gene2413,GCDH,Lysine Degradation,Lysine Degradation
gene2414,KMT5C,Lysine Degradation,Lysine Degradation
gene2415,SETD7,Lysine Degradation,Lysine Degradation
gene2416,ALDH7A1,Lysine Degradation,Lysine Degradation
gene2417,NSD3,Lysine Degradation,Lysine Degradation
gene2418,EHMT1,Lysine Degradation,Lysine Degradation
gene2419,SETDB1,Lysine Degradation,Lysine Degradation
gene2420,AADAT,Lysine Degradation,Lysine Degradation
gene2421,SETD2,Lysine Degradation,Lysine Degradation
gene2422,SETDB2,Lysine Degradation,Lysine Degradation
gene2423,PLOD3,Lysine Degradation,Lysine Degradation
gene2424,NSD1,Lysine Degradation,Lysine Degradation
gene2425,PIPOX,Lysine Degradation,Lysine Degradation
gene2426,SRM,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2427,AZIN2,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2428,GLUD2,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2429,GLS2,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2430,ARG1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2431,ARG2,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2432,GLUD1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2433,GLS,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2434,ASL,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2435,CKMT1A,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2436,P4HA2,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2437,SMS,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2438,CKB,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2439,NOS3,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2440,NOS2,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2441,NOS1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2442,GOT2,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2443,GLUL,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2444,P4HA1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2445,AOC1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2446,ALDH7A1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2447,LAP3,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2448,AGMAT,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2449,GOT1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2450,PYCR1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2451,ASS1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2452,ALDH18A1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2453,SAT1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2454,NAGS,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2455,DAO,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2456,AMD1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2457,MAOB,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2458,MAOA,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2459,CPS1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2460,P4HA3,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2461,ALDH1B1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2462,GATM,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2463,ALDH2,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2464,OTC,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2465,PRODH2,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2466,OAT,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2467,CKM,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2468,ACY1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2469,SAT2,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2470,ALDH9A1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2471,ALDH3A2,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2472,CKMT1B,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2473,PYCR3,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2474,GAMT,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2475,PRODH,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2476,ALDH4A1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2477,CKMT2,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2478,PYCR2,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2479,ODC1,Arginine And Proline Metabolism,Arginine And Proline Metabolism
gene2480,CNDP1,Histidine Metabolism,Histidine Metabolism
gene2481,MAOB,Histidine Metabolism,Histidine Metabolism
gene2482,MAOA,Histidine Metabolism,Histidine Metabolism
gene2483,ALDH1B1,Histidine Metabolism,Histidine Metabolism
gene2484,ALDH2,Histidine Metabolism,Histidine Metabolism
gene2485,METTL6,Histidine Metabolism,Histidine Metabolism
gene2486,ALDH3A1,Histidine Metabolism,Histidine Metabolism
gene2487,BUD23,Histidine Metabolism,Histidine Metabolism
gene2488,HAL,Histidine Metabolism,Histidine Metabolism
gene2489,HNMT,Histidine Metabolism,Histidine Metabolism
gene2490,DDC,Histidine Metabolism,Histidine Metabolism
gene2491,ACY3,Histidine Metabolism,Histidine Metabolism
gene2492,ALDH1A3,Histidine Metabolism,Histidine Metabolism
gene2493,METTL2B,Histidine Metabolism,Histidine Metabolism
gene2494,ALDH3B1,Histidine Metabolism,Histidine Metabolism
gene2495,ALDH3B2,Histidine Metabolism,Histidine Metabolism
gene2496,ALDH9A1,Histidine Metabolism,Histidine Metabolism
gene2497,ALDH3A2,Histidine Metabolism,Histidine Metabolism
gene2498,HEMK1,Histidine Metabolism,Histidine Metabolism
gene2499,LCMT2,Histidine Metabolism,Histidine Metabolism
gene2500,UROC1,Histidine Metabolism,Histidine Metabolism
gene2501,TRMT11,Histidine Metabolism,Histidine Metabolism
gene2502,AOC1,Histidine Metabolism,Histidine Metabolism
gene2503,ALDH7A1,Histidine Metabolism,Histidine Metabolism
gene2504,FTCD,Histidine Metabolism,Histidine Metabolism
gene2505,AMDHD1,Histidine Metabolism,Histidine Metabolism
gene2506,ASPA,Histidine Metabolism,Histidine Metabolism
gene2507,LCMT1,Histidine Metabolism,Histidine Metabolism
gene2508,HDC,Histidine Metabolism,Histidine Metabolism
gene2509,MAOB,Tyrosine Metabolism,Tyrosine Metabolism
gene2510,MAOA,Tyrosine Metabolism,Tyrosine Metabolism
gene2511,HPD,Tyrosine Metabolism,Tyrosine Metabolism
gene2512,AOX1,Tyrosine Metabolism,Tyrosine Metabolism
gene2513,AOC2,Tyrosine Metabolism,Tyrosine Metabolism
gene2514,TYR,Tyrosine Metabolism,Tyrosine Metabolism
gene2515,HGD,Tyrosine Metabolism,Tyrosine Metabolism
gene2516,METTL6,Tyrosine Metabolism,Tyrosine Metabolism
gene2517,ALDH3A1,Tyrosine Metabolism,Tyrosine Metabolism
gene2518,COMT,Tyrosine Metabolism,Tyrosine Metabolism
gene2519,AOC3,Tyrosine Metabolism,Tyrosine Metabolism
gene2520,BUD23,Tyrosine Metabolism,Tyrosine Metabolism
gene2521,IL4I1,Tyrosine Metabolism,Tyrosine Metabolism
gene2522,GSTZ1,Tyrosine Metabolism,Tyrosine Metabolism
gene2523,DDC,Tyrosine Metabolism,Tyrosine Metabolism
gene2524,ADH7,Tyrosine Metabolism,Tyrosine Metabolism
gene2525,DBH,Tyrosine Metabolism,Tyrosine Metabolism
gene2526,ADH6,Tyrosine Metabolism,Tyrosine Metabolism
gene2527,METTL2B,Tyrosine Metabolism,Tyrosine Metabolism
gene2528,ADH1B,Tyrosine Metabolism,Tyrosine Metabolism
gene2529,ALDH1A3,Tyrosine Metabolism,Tyrosine Metabolism
gene2530,ADH1C,Tyrosine Metabolism,Tyrosine Metabolism
gene2531,ALDH3B1,Tyrosine Metabolism,Tyrosine Metabolism
gene2532,ADH4,Tyrosine Metabolism,Tyrosine Metabolism
gene2533,ALDH3B2,Tyrosine Metabolism,Tyrosine Metabolism
gene2534,ADH5,Tyrosine Metabolism,Tyrosine Metabolism
gene2535,HEMK1,Tyrosine Metabolism,Tyrosine Metabolism
gene2536,ADH1A,Tyrosine Metabolism,Tyrosine Metabolism
gene2537,GOT2,Tyrosine Metabolism,Tyrosine Metabolism
gene2538,LCMT2,Tyrosine Metabolism,Tyrosine Metabolism
gene2539,TRMT11,Tyrosine Metabolism,Tyrosine Metabolism
gene2540,GOT1,Tyrosine Metabolism,Tyrosine Metabolism
gene2541,TYRP1,Tyrosine Metabolism,Tyrosine Metabolism
gene2542,TAT,Tyrosine Metabolism,Tyrosine Metabolism
gene2543,MIF,Tyrosine Metabolism,Tyrosine Metabolism
gene2544,NAA80,Tyrosine Metabolism,Tyrosine Metabolism
gene2545,PNMT,Tyrosine Metabolism,Tyrosine Metabolism
gene2546,DCT,Tyrosine Metabolism,Tyrosine Metabolism
gene2547,LCMT1,Tyrosine Metabolism,Tyrosine Metabolism
gene2548,TPO,Tyrosine Metabolism,Tyrosine Metabolism
gene2549,TH,Tyrosine Metabolism,Tyrosine Metabolism
gene2550,FAH,Tyrosine Metabolism,Tyrosine Metabolism
gene2551,ALDH1A3,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2552,ALDH3B1,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2553,ALDH3B2,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2554,MAOB,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2555,MAOA,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2556,HPD,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2557,GOT2,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2558,AOC2,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2559,ALDH3A1,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2560,AOC3,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2561,PAH,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2562,GOT1,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2563,PRDX6,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2564,TAT,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2565,MIF,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2566,NAA80,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2567,IL4I1,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2568,DDC,Phenylalanine Metabolism,Phenylalanine Metabolism
gene2569,MAOB,Tryptophan Metabolism,Tryptophan Metabolism
gene2570,MAOA,Tryptophan Metabolism,Tryptophan Metabolism
gene2571,IDO2,Tryptophan Metabolism,Tryptophan Metabolism
gene2572,AOX1,Tryptophan Metabolism,Tryptophan Metabolism
gene2573,ALDH1B1,Tryptophan Metabolism,Tryptophan Metabolism
gene2574,AANAT,Tryptophan Metabolism,Tryptophan Metabolism
gene2575,ALDH2,Tryptophan Metabolism,Tryptophan Metabolism
gene2576,WARS1,Tryptophan Metabolism,Tryptophan Metabolism
